customer_id,churn_probability_percent,risk_category,plan_tier,speed_mbps,monthly_cost,speed_complaints,outage_count,work_from_home_flag,fiber_availability,top_feature_attributions,comprehensive_problem_description,personalized_retention_email
C00028184,99.7,CRITICAL RISK,Standard_100,100,65,3,0,True,True,"[{'feature': 'contract_type', 'attribution': 1.0692123174667358}
 {'feature': 'early_termination', 'attribution': 0.3865622580051422}
 {'feature': 'outage_count', 'attribution': 0.34759029746055603}
 {'feature': 'speed_complaints', 'attribution': -0.33691003918647766}
 {'feature': 'tenure_years', 'attribution': 0.2679861783981323}]","Customer is experiencing significant dissatisfaction driven primarily by their **restrictive 24-month contract**, which limits flexibility and contributes heavily to churn risk. Despite having no outages, **frequent speed complaints** indicate their 100 Mbps plan is insufficient for their needs, particularly with 13 devices and a work-from-home setup. As a long-term customer (nearly 3 years), they likely feel **stagnant or undervalued**, especially given the availability of superior fiber options. The current service is no longer meeting their evolving demands, leading to a critical churn risk.","Dear Valued Customer,

We’re writing to you today, C00028184, as a truly valued member of the TriLink Internet Services family for nearly three years. We appreciate your loyalty since you joined us 2.94 years ago, and we’ve been reviewing your service to ensure it’s perfectly aligned with your evolving needs.

We understand that with 4 members in your household and 13 devices consistently connected, coupled with your essential work-from-home responsibilities, reliable and fast internet isn't just a convenience – it's a necessity. We've noted your recent speed complaints (3 in total) and want to assure you that we are committed to providing you with the exceptional connectivity you deserve. While you haven't experienced any outages, it's clear your current 100 Mbps service is no longer keeping pace with your demanding usage, especially for seamless video conferencing.

We believe it’s time for an upgrade that truly caters to your established family’s dynamic online life. We’re excited to offer you a personalized solution designed to eliminate those speed frustrations and provide an unparalleled internet experience:

**Introducing Your Enhanced Connectivity Package:**

*   **Blazing-Fast Internet:** Upgrade to our significantly enhanced **Standard_100 plan** for just $69/month. This isn't just an incremental improvement; it delivers **4x the bandwidth** of your current service, providing a robust **400 Mbps** connection. Imagine effortless video calls, simultaneous streaming across all 13 devices, and a truly responsive connection that supports your work-from-home needs without a hitch. This is the fiber-ready performance your household deserves.
*   **Enhanced Home Security & Convenience:** To complement your connected home and provide peace of mind, we’re bundling this with our **Home Security Monitoring System** for an additional $45/month. This comprehensive package includes a smart doorbell, adding both convenience and a touch of professionalism for incoming visitors, especially relevant for your home-based work.

**Special Offer for Our Valued Customer:**

To show our appreciation for your loyalty, we're making this upgrade irresistible. Enjoy **50% off your first two months** of this new combined service. That's a total savings of $114 ($57 off per month for two months)! We'll also ensure a **priority installation within 48 hours** of your confirmation, so you can start enjoying superior connectivity almost immediately.

This tailored solution will provide the reliability and speed your family of four needs, supporting your 50 GB/month usage across all your devices, and ensuring your work-from-home experience is flawless. As a homeowner, investing in top-tier internet and security adds significant value and peace of mind.

To accept this personalized upgrade and transform your internet experience, please visit trilinkinternet.com/upgradeC00028184 or call us directly at 1-800-TRILINK to speak with a dedicated service representative.

Thank you,

TriLink Internet Services"
C00067759,99.5,CRITICAL RISK,Standard_100,100,65,4,1,True,False,"[{'feature': 'contract_type', 'attribution': 1.345979928970337}
 {'feature': 'speed_complaints', 'attribution': -0.7554911375045776}
 {'feature': 'early_termination', 'attribution': 0.34668251872062683}
 {'feature': 'tenure_years', 'attribution': 0.287912517786026}
 {'feature': 'outage_count', 'attribution': 0.2593325674533844}]","Customer is experiencing critical churn risk primarily driven by their **12_Month contract type**, indicating potential dissatisfaction with contract flexibility or value. This contractual friction is compounded by persistent **internet performance issues**, including **four speed complaints** and **one outage**. These **reliability problems** are particularly impactful for their **work-from-home** setup and `16 connected devices`, where consistent, high-speed access is essential. The `tenure_years` attribution also suggests they may feel undervalued as a long-term customer, further contributing to their imminent churn.","Dear Valued Customer,

As a valued member of the TriLink family for nearly three years, we truly appreciate your loyalty and trust in our services. We've been reviewing your account, C00067759, and understand that your internet service is absolutely essential, especially with your work-from-home setup and 16 connected devices keeping your household running smoothly.

We've noted your recent feedback, including the four speed complaints and the outage you experienced. We recognize how frustrating and disruptive inconsistent internet can be, particularly when reliable connectivity is critical for your professional work and for managing your family's daily life. It's clear that your current plan isn't fully meeting the high demands of your household, and we want to change that.

To ensure you have the seamless, high-performance internet you deserve, we've crafted a special offer tailored specifically for your needs. We recommend upgrading your current Standard_100 plan to our enhanced Standard_100, which delivers an incredible **4x the bandwidth** of your current service. This means blazing-fast speeds of 400 Mbps for just $69/month, providing the robust connectivity you need for smooth video conferencing, simultaneous streaming across all 16 devices, and reliable work without interruption.

Furthermore, we know the importance of a professional home environment. To complement your internet service and provide enhanced peace of mind for your three-member household, we're offering to bundle your service with our comprehensive home security monitoring system, including a smart doorbell, for an additional $45/month. This allows for clear, professional communication at your doorstep, adding both security and convenience to your owned home.

To make this transition as easy as possible, we'd like to offer you the first two months of this enhanced internet and security bundle at a special **50% discount**. That's a significant saving as you experience the benefits of a truly reliable and powerful connection. We also guarantee priority installation within 48 hours of your confirmation, so you can start enjoying these improvements almost immediately.

We are committed to providing you with the best possible service and ensuring you feel truly valued as a long-term customer. This upgrade is designed to eliminate those speed frustrations and provide the unwavering reliability you need for your work and busy family life.

To take advantage of this personalized offer and significantly enhance your home's connectivity and security, please call us directly at 1-800-TRILINK or reply to this email to schedule your priority installation.

Thank you,

TriLink Internet Services"
C00066289,99.5,CRITICAL RISK,Standard_100,100,65,3,5,True,True,"[{'feature': 'contract_type', 'attribution': 1.8221354484558105}
 {'feature': 'outage_count', 'attribution': -0.7014675736427307}
 {'feature': 'early_termination', 'attribution': 0.5775810480117798}
 {'feature': 'speed_complaints', 'attribution': -0.4435898959636688}
 {'feature': 'contract_completed_percent', 'attribution': 0.3035659193992615}]","Customer is experiencing significant dissatisfaction rooted in their restrictive 12-month contract, which is nearing completion, enabling them to leave without penalty. This contractual inflexibility is exacerbated by persistent service reliability issues, including 5 outages and 3 speed complaints, critically impacting their ability to work from home and support 14 connected devices. Their current 100 Mbps plan appears insufficient for their household's extensive needs, particularly with superior fiber options readily available from competitors. The overall combination of poor service delivery under a binding contract has created a critical churn risk.","Subject: An Important Update Regarding Your TriLink Internet Service – A Personalized Solution Awaits

Dear Valued Customer,

We’re writing to you today, C00066289, as a valued member of the TriLink Internet Services family for the past 0.7 years. As a homeowner managing a household of 4 and working from home with 14 connected devices, we understand how absolutely critical reliable internet is for your daily life and professional demands.

We’ve noted your recent experiences, specifically the 3 speed complaints and 5 service outages. We sincerely apologize for any disruption this has caused to your ability to work, connect with family, and keep all 14 devices running smoothly. We recognize that your current 100 Mbps plan may no longer be keeping pace with the extensive demands of your professional work-from-home setup and your established family’s bustling digital life.

To ensure your home internet perfectly supports your needs, especially as your current 12-month contract nears completion, we’ve crafted a personalized solution designed just for you. We recommend upgrading your service to our enhanced Standard_100 plan, which actually delivers a robust 400 Mbps – that’s 4 times the bandwidth you currently have! This significant boost will provide truly seamless video conferencing, ensuring your professional appearance is always top-notch and all 14 of your devices operate without a hitch. This enhanced plan will be $69 per month, offering a remarkable improvement in cost efficiency at just $0.17 per Mbps, compared to your current $0.65 per Mbps.

To further enhance your home and professional environment, we'd like to bundle this with a comprehensive home security monitoring system, including a smart doorbell, for just $45 per month. This thoughtful addition can further support your professional appearance during calls and provide peace of mind.

As a special gesture for a valued customer, for the first two months, you'll receive a substantial 50% discount on your entire service bundle. That means your first two months will only be $57 each, saving you $114 over that period! We'll also ensure priority installation within 48 hours to get you up and running with your improved service with minimal delay.

Our goal is to provide you with the rock-solid reliability you need, particularly for your work from home. This upgrade path offers superior performance and value. Looking ahead, we also want to assure you that TriLink has fiber available in your area, offering an even more future-proof and incredibly fast connection should you ever wish to explore that option.

We are committed to making things right and ensuring your complete satisfaction. Let us make your internet experience truly exceptional.

To discuss this personalized upgrade and schedule your priority installation, please visit our special offer page at TriLink.com/UpgradeForYou or call us directly at 1-800-TRILINK.

Thank you,
TriLink Internet Services"
C00024010,99.6,CRITICAL RISK,Standard_100,100,65,4,0,True,True,"[{'feature': 'contract_type', 'attribution': 1.543202519416809}
 {'feature': 'speed_complaints', 'attribution': -0.7397077083587646}
 {'feature': 'outage_count', 'attribution': 0.47347864508628845}
 {'feature': 'early_termination', 'attribution': 0.347316712141037}
 {'feature': 'contract_completed_percent', 'attribution': 0.09863375872373581}]","Customer is experiencing significant dissatisfaction primarily driven by their **current 12-month contract type**, which is a major churn predictor, likely due to its impending completion. Despite the churn model's negative coefficient, **four logged speed complaints** clearly indicate a substantial pain point regarding **perceived internet performance and reliability**. This is critical for a **work-from-home professional** in a demanding household of five people with **twenty connected devices**, where 100 Mbps may be **insufficient bandwidth** for concurrent usage, leading to slowdowns and frustration. The availability of fiber optic service further highlights an unmet need for higher speeds or a more robust connection. The overall situation points to a critical mismatch between their demanding usage needs and their current service offering.","Dear Valued Customer,

We're writing to you today because, as a valued member of the TriLink family for nearly a year now, we truly appreciate your loyalty and want to ensure your internet service consistently meets the unique demands of your household.

We understand that with 5 members in your family and 20 connected devices, alongside your critical work-from-home responsibilities, reliable and fast internet isn't just a convenience – it's a necessity. We've taken note of your recent feedback, specifically the four instances where you experienced issues with your internet speed. This feedback is important to us, and it indicates that your current 100 Mbps service may no longer be providing the seamless experience you need for concurrent video conferencing, streaming, and all the activities across your many devices.

That's why we've proactively designed a tailored solution, leveraging the fiber optic infrastructure available in your area, to give you the robust and consistent connection you deserve. We're excited to offer you an upgrade to our enhanced fiber plan, delivering an incredible **4 times the bandwidth** of your current service for just $69 per month. This significant boost will ensure crystal-clear video calls, smooth streaming for everyone, and reliable connectivity across all 20 of your devices without a hitch.

To further enhance your work-from-home experience and provide additional peace of mind for your family, we’re bundling this with our comprehensive home security monitoring system, which includes a smart doorbell for that professional touch during video calls, all for an additional $45 per month.

As a special thank you for your continued trust, we're offering the **first two months of this entire bundle at a 50% discount**. And because we know how important it is to get you up and running quickly, we guarantee priority installation within just 48 hours of your confirmation.

We believe this personalized upgrade will provide the stability, speed, and peace of mind you and your family need, especially as a work-from-home professional. To learn more or to schedule your priority installation, please reply to this email or call us directly at 1-800-TRILINK. We’re ready to help you experience internet the way it was meant to be.

Thank you,
TriLink Internet Services"
C00029288,99.7,CRITICAL RISK,Standard_100,100,65,3,1,True,True,"[{'feature': 'contract_type', 'attribution': 1.476273775100708}
 {'feature': 'early_termination', 'attribution': 0.38467171788215637}
 {'feature': 'speed_complaints', 'attribution': -0.36348727345466614}
 {'feature': 'outage_count', 'attribution': 0.22091004252433777}
 {'feature': 'contract_completed_percent', 'attribution': 0.08177763223648071}]","Customer is experiencing significant contractual dissatisfaction, likely due to unfavorable post-initial-term conditions or perceived lack of flexibility, as highlighted by the dominant 'contract_type' churn attribution. Despite the model oddly suggesting that their three past speed complaints *reduced* churn risk, these complaints strongly indicate persistent issues with inconsistent internet speeds or insufficient bandwidth for their 16 devices and work-from-home needs. A recorded outage further compounds their dissatisfaction with service reliability. This, coupled with the availability of fiber, points to a perceived poor value proposition and a strong desire for a more reliable, higher-performing, and potentially more flexible internet solution, driving their critical churn risk.","Dear Valued Customer,

We're writing to you today because your satisfaction with TriLink Internet Services is incredibly important to us. As a valued customer for over 1.56 years, we truly appreciate your loyalty.

We understand that with 3 members in your household, and as someone who works from home, reliable and fast internet isn't just a convenience – it's a necessity. With 16 devices connected and an average usage of 101 GB per month, we recognize that your current Standard_100 plan at 100 Mbps might not always meet the demands of your busy professional and family life.

We've noted your recent experiences, including 3 speed complaints and 1 outage, and we want to assure you that we are committed to providing you with the consistent, high-performance connectivity you deserve. It's clear that you need an internet experience that's as dependable as your professional commitments.

That's why we've tailored a special offer specifically for your household at C00029288, designed to elevate your internet experience and provide even greater value.

We recommend upgrading to our enhanced Standard_100 plan, which provides an incredible 400 Mbps – that's 4x the bandwidth of your current service – for just $69/month. This significant speed boost will ensure seamless video conferencing, ultra-smooth streaming across all 16 of your devices, and a consistently reliable connection for your work-from-home needs, virtually eliminating those frustrating speed complaints.

To further enhance your home environment and offer peace of mind, we'd like to bundle this with our comprehensive home security monitoring system, including a smart doorbell, for just an additional $45/month. The smart doorbell, in particular, offers a professional touch for receiving deliveries or interacting with visitors, perfect for someone like yourself who values a polished presentation during video calls.

To make this transition as smooth as possible, we're offering the first two months of this powerful new bundle at a 50% discount! You'll enjoy the superior internet and security features at a significantly reduced rate as you experience the difference. Plus, as a homeowner, investing in home security adds significant value.

We also want to remind you that TriLink is continuously investing in our network. We have fiber available in your area, representing an exciting upgrade path for even more incredible speeds and reliability in the future, should your needs evolve.

We can schedule your priority installation within 48 hours of your confirmation, ensuring minimal disruption to your daily routine.

This offer is our way of showing our dedication to your satisfaction and ensuring you have the best possible internet service. Please call us at your earliest convenience at [TriLink Phone Number] or reply to this email to discuss this personalized upgrade.

Thank you,
TriLink Internet Services"
C00017555,98.0,CRITICAL RISK,Standard_100,100,65,4,2,True,False,"[{'feature': 'contract_type', 'attribution': 1.708634614944458}
 {'feature': 'speed_complaints', 'attribution': -1.0762168169021606}
 {'feature': 'early_termination', 'attribution': 0.4255155026912689}
 {'feature': 'plan_tier', 'attribution': -0.1269056499004364}
 {'feature': 'outage_count', 'attribution': -0.1112494096159935}]","Customer is experiencing significant frustration and critical churn risk due to a combination of service performance issues and contractual inflexibility. The restrictive 24-month contract is a primary driver of dissatisfaction, acting as a lock-in. Crucially, the customer faces persistent internet unreliability, evidenced by 4 speed complaints and 2 outages. This inadequate and inconsistent 100 Mbps service fails to support a multi-device (23), work-from-home household with 6 members, making the long contract feel like a trap with an underperforming provider.","Dear Valued Customer,

We’re writing to you today because we truly value your loyalty to TriLink Internet Services over the past 1.05 years. As a member of our community, especially one who works from home and relies on a robust connection, we understand how critical dependable internet is for your daily life.

We've noted your recent service interactions, including the four speed complaints and two outages you’ve experienced. We deeply apologize for the frustration this has caused, particularly when supporting a household of six with 23 devices, where consistent performance is paramount for everyone. We know an unreliable internet connection can feel like a significant burden, especially when you need it most for seamless video conferencing and daily tasks.

To address these critical concerns and ensure your home internet perfectly supports your busy lifestyle, we've crafted a special, personalized solution just for you. We’d like to offer you an upgrade to an enhanced tier of our Standard plan at $69/month, which will provide you with up to 4x the bandwidth of your current 100 Mbps service. This significant boost, to 400 Mbps, is designed to ensure truly seamless video conferencing, effortless streaming across all 23 devices, and a far more reliable connection for your work-from-home needs. This upgrade will dramatically improve your cost efficiency, bringing your effective price down to approximately $0.17 per Mbps.

Furthermore, to enhance your home’s security and professional appearance for video calls, we recommend bundling this with our comprehensive home security monitoring system, including a smart doorbell, for an additional $45/month.

As a token of our commitment to your satisfaction, we're pleased to offer you the first two months of this combined internet and security service at a 50% discount. To ensure you experience these improvements without delay, we guarantee priority installation within 48 hours of your confirmation.

We are committed to providing you with the reliable, high-performance internet service your family needs and deserves. This is more than just an upgrade; it’s about restoring your peace of mind and ensuring TriLink truly supports your home and work.

To accept this tailored offer and schedule your priority installation, please reply to this email or call us directly at our dedicated customer support line.

Thank you,
TriLink Internet Services"
C00031973,99.5,CRITICAL RISK,Standard_100,100,65,4,1,True,True,"[{'feature': 'contract_type', 'attribution': 1.6758984327316284}
 {'feature': 'speed_complaints', 'attribution': -0.7967126965522766}
 {'feature': 'early_termination', 'attribution': 0.34603360295295715}
 {'feature': 'outage_count', 'attribution': 0.26026853919029236}
 {'feature': 'contract_completed_percent', 'attribution': 0.10017970949411392}]","Customer is experiencing critical internet service reliability and performance issues, evidenced by 4 speed complaints and 1 outage. These chronic disruptions are particularly painful given their work-from-home status, making consistent, high-quality connectivity essential. Their current 12-month contract type is a major churn driver, likely perceived as unsuitable or restrictive, especially as they approach its completion (0.73 years into 1 year). This combination of persistent poor service delivery and contract dissatisfaction for their multi-device household indicates a strong need for a more stable and potentially higher-performing internet solution.","Dear Valued Customer,

We're reaching out to you personally today, Mr./Ms. C00031973, as a valued member of the TriLink family for nearly a year. We appreciate your trust in us for your home internet needs.

We understand that your recent experience hasn't been consistently reliable, and we sincerely apologize for the inconvenience caused by the 4 speed complaints and the outage you've reported. We know how critical dependable internet is for you, especially given your work-from-home status and with 7 devices connecting seamlessly in your household. Your current service, while providing 100 Mbps, isn't delivering the consistent performance you deserve, particularly with your 101 GB monthly usage.

We've carefully reviewed your account and have designed a tailored solution to ensure you have the stable, high-performance connectivity your family needs for both work and daily life.

We propose upgrading you to an enhanced version of our Standard_100 plan. This new offering, at just $69/month, dramatically boosts your bandwidth to 400 Mbps – that's four times the speed you currently have! This significant upgrade will ensure seamless video conferencing, smooth operation across all 7 of your devices, and robust support for your work-from-home demands without compromise. As your home is already fiber-ready, this upgrade will also establish your connection on our advanced fiber network, providing unmatched stability and future-proofing your home connectivity.

To further enhance your peace of mind and professional appearance during calls, we'd also like to bundle in our comprehensive home security monitoring system, complete with a smart doorbell, for an additional $45/month. This entire package would typically be $114/month. However, as a special gesture for a valued customer like you, we're pleased to offer your first two months at 50% off the total package price, saving you $57 each month for those initial two months.

We are committed to resolving your connectivity challenges. To ensure minimal disruption and swift improvement, we can schedule a priority installation within 48 hours at your convenience. Our goal is to provide you with the reliability, speed, and value that perfectly matches your household's unique demands.

Please call us at your earliest convenience to accept this offer and schedule your upgrade. We look forward to providing you with the exceptional service you deserve.

Thank you,
TriLink Internet Services"
C00030943,99.5,CRITICAL RISK,Standard_100,100,65,4,2,True,True,"[{'feature': 'contract_type', 'attribution': 1.3080593347549438}
 {'feature': 'speed_complaints', 'attribution': -0.8586629033088684}
 {'feature': 'early_termination', 'attribution': 0.5108427405357361}
 {'feature': 'contract_completed_percent', 'attribution': 0.345222145318985}
 {'feature': 'tenure_years', 'attribution': 0.20640897750854492}]","Customer is experiencing **significant internet service dissatisfaction**, primarily stemming from **poor network reliability and inadequate speed**. This is evidenced by 4 speed complaints and 2 outages, directly impacting their critical work-from-home activities and frustrating usage across 15 devices. Despite being a long-term customer, their 24-month contract and past tenure contribute to a perception of **poor value for money** at $65/month, especially when compared to the **readily available superior fiber upgrade**. The feeling of being locked into a sub-par service, coupled with attractive alternatives, makes them a critical churn risk.","Dear Valued Customer,

As a loyal member of the TriLink Internet Services family for nearly three years, we truly value your continued trust and appreciate you choosing us for your home internet needs. We understand that reliable connectivity is absolutely essential, especially with your work-from-home demands and managing 15 devices for your family of three.

We've reviewed your account, and we want to sincerely apologize for the recent challenges you've faced, including the 4 speed complaints and 2 outages. We know how frustrating it can be when your internet isn't performing as it should, particularly when it impacts important video calls and keeps your entire household connected.

To address these concerns directly and ensure you receive the stable, high-performance internet you deserve, we've crafted a special offer specifically tailored for your household:

We recommend an exclusive upgrade to our enhanced **Standard_100 plan**, which now delivers a blazing **400 Mbps** – that's four times your current speed! This significant boost in bandwidth will ensure seamless video conferencing for your professional calls, eliminate buffering, and provide a far smoother experience for every one of your 15 devices, all for just $69 a month.

To further enhance your home connectivity and peace of mind, we're bundling this with our comprehensive **Home Security Monitoring system**, which includes a smart doorbell. This system, available for an additional $45 a month, not only provides robust security but also adds a professional touch to your home, perfect for those important video calls.

As a token of our appreciation for your continued loyalty, we're offering your first two months of this complete package at an incredible **50% off**, bringing your total monthly cost to just **$57** for those initial two months. We're committed to getting you set up quickly and smoothly, which is why we're guaranteeing priority installation within 48 hours of your confirmation.

This upgrade is designed to give you the stability and speed necessary for your work and leisure, transforming your current internet experience. We also want to assure you that true fiber connectivity is readily available in your area should you ever wish to explore that ultimate upgrade path in the future.

To take advantage of this personalized offer and significantly improve your internet experience, please call us at [Your Phone Number] or reply to this email at your earliest convenience.

Thank you,
TriLink Internet Services"
C00087125,99.7,CRITICAL RISK,Standard_100,100,65,3,0,True,True,"[{'feature': 'contract_type', 'attribution': 1.2578635215759277}
 {'feature': 'early_termination', 'attribution': 0.3865622580051422}
 {'feature': 'outage_count', 'attribution': 0.371696412563324}
 {'feature': 'speed_complaints', 'attribution': -0.359764039516449}
 {'feature': 'contract_completed_percent', 'attribution': 0.08069703727960587}]","Customer is experiencing critical churn risk primarily due to their **expired 24-month contract**, which significantly increases their willingness to evaluate new options. They also face **persistent internet performance issues**, evidenced by three speed complaints. This likely stems from their **100 Mbps plan being insufficient for a demanding household** of four, concurrently using 17 devices, especially with work-from-home requirements. Despite moderate overall usage, the bandwidth limitations likely cause perceived slowness. The **availability of fiber** highlights a clear upgrade path, signaling their desire for a faster, more reliable connection that their current service isn't providing.","Dear Valued Customer,

We're reaching out to you, C00087125, with a genuine desire to ensure your internet service continues to meet your evolving needs. As a valued part of the TriLink Internet Services family for over 2.18 years, your satisfaction is incredibly important to us.

We understand that with a busy household of four and 17 active devices, plus your critical work-from-home requirements, seamless connectivity is essential. We've noticed that your current 100 Mbps Standard plan, while reliable for many, might be feeling the strain. This is evident from the three speed complaints we've received from you; we genuinely apologize if your internet hasn't consistently performed as you expect. You rely on your connection for professional appearances during calls and daily family life, and it's clear your current setup might not be providing the robust experience you deserve.

As your 24-month service agreement recently concluded, we want to proactively offer a solution designed specifically for a demanding household like yours that values reliable, high-speed internet.

We have an exciting opportunity to transform your online experience by leveraging the fiber optic capabilities available at your home. We recommend upgrading to our enhanced **Standard 400 Mbps plan** for just $69/month. This plan offers **four times the bandwidth** of your current service, ensuring truly seamless video conferencing, effortless streaming across all 17 devices, and a consistently fast connection for every member of your 4-person family.

To further enhance your home environment and professional image, we also suggest bundling this with our **Home Security Monitoring System** at $45/month. This package includes a smart doorbell, perfect for maintaining a professional appearance during video calls and adding an extra layer of security.

To show our appreciation for your loyalty and make this transition as smooth as possible, we're offering the first **two months of your new combined service at 50% off**. That means you'll pay just **$57/month for your first two months** (down from $114/month). Plus, we’ll prioritize your installation, ensuring a technician is at your home within **48 hours** to set everything up perfectly.

This upgrade isn't just about faster speeds; it's about providing the unwavering reliability and performance you need to work from home effectively and keep your family connected without compromise.

To take advantage of this personalized upgrade and ensure your home internet truly excels, please visit our dedicated upgrade portal at trilink.com/upgrade-C00087125 or simply reply to this email, and a dedicated TriLink specialist will be in touch shortly.

Thank you,
TriLink Internet Services"
C00010114,99.7,CRITICAL RISK,Standard_100,100,65,4,0,True,True,"[{'feature': 'contract_type', 'attribution': 1.2605067491531372}
 {'feature': 'speed_complaints', 'attribution': -0.6887996196746826}
 {'feature': 'outage_count', 'attribution': 0.485412061214447}
 {'feature': 'early_termination', 'attribution': 0.3417443335056305}
 {'feature': 'tenure_years', 'attribution': 0.27273380756378174}]","Customer is experiencing significant internet performance issues, evidenced by 4 speed complaints, likely due to their 100 Mbps plan being insufficient for a demanding household (6 members, 29 devices, 142 GB/month, work-from-home). They feel trapped in their 24-month contract, a major contributor to their critical churn risk, indicating a lack of flexibility or perceived value. Despite 2.75 years tenure, accumulated dissatisfaction and poor value perception are driving their decision. The availability of fiber highlights an unmet need for better speed and reliability, and their existing service fails to deliver the performance required for their high-demand usage.","Dear Valued Customer,

Your loyalty to TriLink Internet Services for the past 2.75 years means a great deal to us, and we truly appreciate your trust. As a valued homeowner and a crucial part of our community, we want to ensure your internet experience perfectly supports your busy household and work-from-home demands.

We understand that with 6 members in your household and 29 devices connected, averaging a significant 142 GB of data usage each month, reliable and fast internet isn't just a convenience – it's a necessity. We’ve also noted your recent concerns regarding internet speed, with 4 reported instances, and we sincerely apologize for any frustration this has caused. Your ability to work from home effectively depends on consistent performance, and we're committed to delivering that.

To address these needs directly and provide you with the robust connectivity you deserve, we've crafted a personalized solution designed for your unique usage:

We recommend upgrading you to our enhanced Standard_100 plan, which provides an incredible 4x the bandwidth of your current service for just $69 a month. This significant boost in speed will ensure seamless video conferencing, smooth streaming across all 29 devices, and a consistently reliable connection for every member of your family. No more buffering, just pure performance.

To further enhance your work-from-home experience and provide additional peace of mind for your family, we also propose bundling this with our comprehensive home security monitoring system, including a smart doorbell for a professional appearance during your calls, all for an additional $45 a month.

As a special thank you for your continued loyalty and to help you experience this elevated service right away, we are delighted to offer you the first two months of this combined package at 50% off. This means you'll save $57 each month for the first two months.

We also want to assure you of a swift transition; we can arrange priority installation for your upgrade within 48 hours, ensuring minimal disruption to your daily routine.

Looking ahead, we're pleased to confirm that fiber optic internet is available in your area, offering an excellent future-proof upgrade path for even higher speeds and reliability whenever you might need them.

This personalized solution is designed to transform your internet experience, ensuring you have the speed, reliability, and value that a household like yours, working and living at full pace, truly needs.

To discuss this tailored solution or schedule your priority installation, please reply to this email or call us directly at 1-800-TRILINK.

Thank you,
TriLink Internet Services"
C00061654,99.7,CRITICAL RISK,Standard_100,100,65,3,0,True,True,"[{'feature': 'contract_type', 'attribution': 1.3285598754882812}
 {'feature': 'early_termination', 'attribution': 0.3859558403491974}
 {'feature': 'outage_count', 'attribution': 0.3617781698703766}
 {'feature': 'speed_complaints', 'attribution': -0.3606937825679779}
 {'feature': 'contract_completed_percent', 'attribution': 0.08193733543157578}]","Customer is experiencing dissatisfaction with their restrictive 24-month contract, identified as a primary churn driver. Performance issues, including 3 speed complaints, highlight the inadequacy of their 100 Mbps plan for a large household (6 members, 22 devices) with work-from-home demands. Nearing contract completion, they are likely exploring better speed and value options, especially with fiber available, as their current plan no longer meets their evolving needs.","Dear Valued Customer,

We’re writing to you today because your connection to TriLink Internet Services is incredibly important to us, and we’ve noticed that your current plan might not be perfectly aligning with your household's evolving needs. As a valued customer for over 1.71 years, your satisfaction is our top priority.

We understand that with six members in your household, and with you working from home, reliable, high-speed internet is no longer a luxury – it's a necessity. We've seen that you connect up to 22 devices, managing a busy digital life that includes everything from streaming to essential video conferences. We also noticed you've recently experienced a few speed complaints, and we want to ensure your online experience is seamless and stress-free, without any slowdowns.

It's clear that your 100 Mbps plan, while a solid choice initially, may no longer be keeping pace with the demands of such a vibrant, connected home. That’s why we’ve carefully tailored a solution designed specifically for you and your family’s unique situation.

We’d like to introduce you to an exclusive upgrade to our enhanced Standard_100 plan. For just $69/month, this plan delivers **4x the bandwidth** of your current service, providing an incredible 400 Mbps. Imagine crystal-clear video conferencing, simultaneous online learning, and smooth entertainment across all 22 of your devices, all without a hitch. This significant boost in speed and reliability is perfect for a household like yours, ensuring everyone stays connected and productive, especially with your work-from-home demands.

To further enhance your home environment and professional appearance during calls, we’re also offering a bundle with a comprehensive home security monitoring system, including a smart doorbell, for just an additional $45/month.

As a special thank you for your loyalty and to help you experience this upgraded service, we’ll provide the first two months of both the enhanced internet and home security system at **50% off**.

And because we know how important it is to get you up and running quickly, we guarantee priority installation within 48 hours.

This upgrade not only addresses the speed concerns you've experienced but also sets your home up for the future, leveraging the fiber available in your area for superior performance. We believe this new plan offers unparalleled speed and value, perfectly suited for your busy family and work-from-home requirements.

Ready to experience truly seamless connectivity? Please call us at 1-800-TRILINK or visit our website at trilinkinternet.com/upgrade to schedule your priority installation today.

Thank you,
TriLink Internet Services"
